cluster,assay,feature,rho,p,n,neglog10p
2: Naïve CD4 T cell_1,ADT,CD99,0.4636363636363636,0.15090149929248606,11,0.8213064452395278
2: Naïve CD4 T cell_1,ADT,Mouse-IgG2a,-0.45454545454545453,0.16014543725525882,11,0.7954854304194036
2: Naïve CD4 T cell_1,ADT,FCER1A,0.4090909090909091,0.21154501034209594,11,0.6745972138044433
2: Naïve CD4 T cell_1,ADT,Human-Ig,0.4047606315233348,0.21689519281718067,11,0.6637500734173771
2: Naïve CD4 T cell_1,RNA,BTF3L4,0.9,1.5997142806871369e-4,11,3.795957578220075
2: Naïve CD4 T cell_1,RNA,GSTA4,0.8773564268609992,3.8748518202946097e-4,11,3.411744900863181
2: Naïve CD4 T cell_1,RNA,MIR3142HG,-0.8727272727272727,4.5461505140964175e-4,11,3.342356189737441
2: Naïve CD4 T cell_1,RNA,ZNF506,-0.8727272727272727,4.5461505140964175e-4,11,3.342356189737441
2: Naïve CD4 T cell_1,RNA,HAT1,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
2: Naïve CD4 T cell_1,RNA,GEMIN8,0.8545454545454546,8.066741521648989e-4,11,3.0933018587034957
2: Naïve CD4 T cell_1,RNA,LINC01504,-0.8513930525146008,8.841538697705974e-4,11,3.05347214790866
2: Naïve CD4 T cell_1,RNA,RPS3A,-0.8454545454545456,0.001045182145858681,11,2.9808080176409244
2: Naïve CD4 T cell_1,RNA,RRM1,0.8454545454545456,0.001045182145858685,11,2.980808017640923
2: Naïve CD4 T cell_1,RNA,PTPMT1,0.8454545454545456,0.001045182145858685,11,2.980808017640923
2: Naïve CD4 T cell_1,RNA,AC002091.2,-0.8440722199302098,0.0010856317244884066,11,2.964317474146269
2: Naïve CD4 T cell_1,RNA,NLRC4,-0.8390470785361213,0.0012426582241989647,11,2.9056483015711883
2: Naïve CD4 T cell_1,RNA,THAP9,-0.8363636363636363,0.0013331850799508597,11,2.875109555295988
2: Naïve CD4 T cell_1,RNA,RPE,0.8363636363636363,0.0013331850799508619,11,2.875109555295987
2: Naïve CD4 T cell_1,RNA,STYXL1,0.8363636363636363,0.0013331850799508619,11,2.875109555295987
2: Naïve CD4 T cell_1,RNA,SNHG30,0.8363636363636363,0.0013331850799508619,11,2.875109555295987
2: Naïve CD4 T cell_1,RNA,AC091153.2,-0.8318093974067562,0.0014980328812693995,11,2.8244786539281845
2: Naïve CD4 T cell_1,RNA,AC026202.3,0.8295124526436652,0.001586742817441991,11,2.79949345888914
2: Naïve CD4 T cell_1,RNA,COMMD5,0.8272727272727273,0.001676973896452378,11,2.775473697510147
2: Naïve CD4 T cell_1,RNA,TPRG1,-0.8246035061165514,0.001789459852749192,11,2.7472780407358806
30: DN T cell_6,ADT,Mouse-IgG2b,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,ADT,TCR-vA7.2,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,ADT,HLA-E,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,ADT,FAS,0.8999999999999998,0.03738607346849875,5,1.4272901449155924
30: DN T cell_6,ADT,TCR-AB,0.8999999999999998,0.03738607346849875,5,1.4272901449155924
30: DN T cell_6,ADT,TNFRSF9,0.8999999999999998,0.03738607346849875,5,1.4272901449155924
30: DN T cell_6,ADT,NT5E,0.8999999999999998,0.03738607346849875,5,1.4272901449155924
30: DN T cell_6,ADT,CD1D,-0.8944271909999159,0.04051932635383419,5,1.3923377835300323
30: DN T cell_6,ADT,CD22,-0.8944271909999159,0.04051932635383419,5,1.3923377835300323
30: DN T cell_6,ADT,IL2RA,0.8207826816681233,0.08858700531354387,5,1.052629979405514
30: DN T cell_6,ADT,CCR5,-0.8207826816681233,0.0885870053135441,5,1.052629979405513
30: DN T cell_6,ADT,CD14,0.7999999999999998,0.10408803866182796,5,0.9825991748279014
30: DN T cell_6,ADT,CLEC4C,0.7999999999999998,0.10408803866182796,5,0.9825991748279014
30: DN T cell_6,ADT,TFRC,0.7999999999999998,0.10408803866182796,5,0.9825991748279014
30: DN T cell_6,ADT,CD44,-0.7999999999999998,0.10408803866182813,5,0.9825991748279006
30: DN T cell_6,ADT,Mouse-IgG2a,-0.7181848464596079,0.1717953049079889,5,0.7649887094245402
30: DN T cell_6,ADT,CD274,-0.7071067811865475,0.18169011381620923,5,0.7406687030269982
30: DN T cell_6,ADT,CD40LG,0.7071067811865475,0.18169011381620923,5,0.7406687030269982
30: DN T cell_6,ADT,MS4A1,0.7071067811865475,0.18169011381620923,5,0.7406687030269982
30: DN T cell_6,ADT,THBD,0.7071067811865475,0.18169011381620923,5,0.7406687030269982
30: DN T cell_6,RNA,CTNNBIP1,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,NBPF1,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,MAP3K6,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,EPB41,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,ARHGAP25,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,ANXA4,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,RBMS1,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,TTC30B,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,CAPN10,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,FGD5-AS1,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,SLC33A1,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,SERPINI1,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,TTC14,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,SDAD1,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,SLC12A7,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,MAML1,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,RPP21,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,BAG6,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,PLEKHA8,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
30: DN T cell_6,RNA,FAM185A,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
3: IL2RB+ NK cell,ADT,IGHM,0.8,0.003110428310385851,11,2.5071798038897497
3: IL2RB+ NK cell,ADT,CD24,0.7614999375457329,0.0064688985529099,11,2.1891696595345618
3: IL2RB+ NK cell,ADT,GGT1,-0.7090909090909091,0.014552051953727758,11,1.8370757634238883
3: IL2RB+ NK cell,ADT,GP1BB,-0.5727272727272728,0.06554305260101853,11,1.1834733356587832
3: IL2RB+ NK cell,ADT,B3GAT1,0.5545454545454546,0.07665233333978251,11,1.1154746204421144
3: IL2RB+ NK cell,ADT,Mouse-IgG1,-0.5504818825631803,0.0792964878717761,11,1.1007460476342932
3: IL2RB+ NK cell,ADT,NECTIN2,0.5318718835723123,0.09218126883980274,11,1.0353573182734181
3: IL2RB+ NK cell,ADT,CD44,-0.5181818181818182,0.10249153979096404,11,0.9893119821569198
3: IL2RB+ NK cell,ADT,CLEC4C,0.509090909090909,0.10973723224165649,11,0.9596459976421648
3: IL2RB+ NK cell,ADT,Rat-IgG2b,0.5,0.11730680301423815,11,0.930676800963147
3: IL2RB+ NK cell,ADT,LILRB1,-0.49487394529262707,0.12171940685140971,11,0.9146401726611213
3: IL2RB+ NK cell,ADT,CD45RO,0.4818181818181818,0.13343383825682884,11,0.8747340212090641
3: IL2RB+ NK cell,ADT,CD86,-0.4636363636363636,0.15090149929248606,11,0.8213064452395278
3: IL2RB+ NK cell,ADT,CD1D,0.45454545454545453,0.16014543725525882,11,0.7954854304194036
3: IL2RB+ NK cell,ADT,CD14,0.43636363636363634,0.17966487658001135,11,0.7455368165939411
3: IL2RB+ NK cell,ADT,IGKC,-0.43636363636363634,0.17966487658001135,11,0.7455368165939411
3: IL2RB+ NK cell,ADT,CD48,-0.4272727272727273,0.18994372496542714,11,0.721375049347501
3: IL2RB+ NK cell,ADT,PVR,0.41952353926806063,0.19897996222447523,11,0.7011906559194224
3: IL2RB+ NK cell,ADT,CD163,0.41818181818181815,0.20057021703405067,11,0.697733555553169
3: IL2RB+ NK cell,ADT,ITGAX,-0.4090909090909091,0.21154501034209594,11,0.6745972138044433
3: IL2RB+ NK cell,RNA,RBM5-AS1,-0.8727272727272727,4.5461505140964175e-4,11,3.342356189737441
3: IL2RB+ NK cell,RNA,NUDT18,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
3: IL2RB+ NK cell,RNA,DPH6-DT,-0.8633970960424556,6.163160723566322e-4,11,3.210196506543572
3: IL2RB+ NK cell,RNA,ZNF567,-0.8545454545454546,8.066741521649004e-4,11,3.093301858703495
3: IL2RB+ NK cell,RNA,SARS2,-0.8454545454545456,0.001045182145858681,11,2.9808080176409244
3: IL2RB+ NK cell,RNA,ARL6IP1,0.8363636363636363,0.0013331850799508619,11,2.875109555295987
3: IL2RB+ NK cell,RNA,MSRA,-0.8272727272727273,0.0016769738964523737,11,2.775473697510148
3: IL2RB+ NK cell,RNA,USP31,-0.8272727272727273,0.0016769738964523737,11,2.775473697510148
3: IL2RB+ NK cell,RNA,C4orf33,0.8272727272727273,0.001676973896452378,11,2.775473697510147
3: IL2RB+ NK cell,RNA,CHCHD7,0.8272727272727273,0.001676973896452378,11,2.775473697510147
3: IL2RB+ NK cell,RNA,ZKSCAN1,0.8181818181818182,0.0020831448404786904,11,2.6812805326284557
3: IL2RB+ NK cell,RNA,TUBA1A,0.8181818181818182,0.0020831448404786904,11,2.6812805326284557
3: IL2RB+ NK cell,RNA,MVK,0.8181818181818182,0.0020831448404786904,11,2.6812805326284557
3: IL2RB+ NK cell,RNA,NAPB,0.8181818181818182,0.0020831448404786904,11,2.6812805326284557
3: IL2RB+ NK cell,RNA,ATG10,-0.8181818181818182,0.0020831448404786943,11,2.681280532628455
3: IL2RB+ NK cell,RNA,CCDC102B,-0.8181818181818182,0.0020831448404786943,11,2.681280532628455
3: IL2RB+ NK cell,RNA,ZNF135,-0.8181818181818182,0.0020831448404786943,11,2.681280532628455
3: IL2RB+ NK cell,RNA,RTCA,0.8090909090909091,0.002558580199713915,11,2.5920009653452496
3: IL2RB+ NK cell,RNA,FLVCR1-DT,0.8090909090909091,0.002558580199713915,11,2.5920009653452496
3: IL2RB+ NK cell,RNA,SAP30L,0.8090909090909091,0.002558580199713915,11,2.5920009653452496
4: IgD+IgM+ B cell,ADT,IL7R,-0.7090909090909091,0.014552051953727758,11,1.8370757634238883
4: IgD+IgM+ B cell,ADT,ITGB7,-0.6363636363636364,0.03528698122006221,11,1.4523854936815945
4: IgD+IgM+ B cell,ADT,TIGIT,0.6,0.051003260706950763,11,1.2924020579850433
4: IgD+IgM+ B cell,ADT,ITGAM,0.5454545454545454,0.08265095734417509,11,1.0827521116402097
4: IgD+IgM+ B cell,ADT,FCGR3A,-0.4818181818181818,0.13343383825682856,11,0.874734021209065
4: IgD+IgM+ B cell,ADT,CD99,0.4818181818181818,0.13343383825682884,11,0.8747340212090641
4: IgD+IgM+ B cell,ADT,SELP,-0.4727272727272727,0.14199852020632006,11,0.8477161814590436
4: IgD+IgM+ B cell,ADT,TNFRSF13B,-0.43636363636363634,0.17966487658001135,11,0.7455368165939411
4: IgD+IgM+ B cell,ADT,ITGB1,0.43636363636363634,0.17966487658001135,11,0.7455368165939411
4: IgD+IgM+ B cell,ADT,CLEC4C,-0.43636363636363634,0.17966487658001135,11,0.7455368165939411
4: IgD+IgM+ B cell,ADT,CD36,0.43636363636363634,0.17966487658001135,11,0.7455368165939411
4: IgD+IgM+ B cell,ADT,GP1BB,0.41818181818181815,0.20057021703405067,11,0.697733555553169
4: IgD+IgM+ B cell,ADT,FCER2,0.40941305257532723,0.2111501535178517,11,0.6754085984828261
4: IgD+IgM+ B cell,ADT,ENG,-0.4090909090909091,0.21154501034209594,11,0.6745972138044433
4: IgD+IgM+ B cell,ADT,CD44,-0.4,0.2228683501335206,11,0.6519516019473911
4: IgD+IgM+ B cell,ADT,CD52,0.3909090909090909,0.2345400670951944,11,0.6297829549448813
4: IgD+IgM+ B cell,ADT,NECTIN2,0.38958161650696177,0.2362735165147564,11,0.6265849549485775
4: IgD+IgM+ B cell,ADT,FCER1A,-0.38533731779422625,0.24186556147789262,11,0.6164259651431582
4: IgD+IgM+ B cell,ADT,IGKC,-0.38181818181818183,0.24655957577897017,11,0.6080781258555832
4: IgD+IgM+ B cell,ADT,CD69,0.3727272727272727,0.25892587368422226,11,0.5868245496545996
4: IgD+IgM+ B cell,RNA,FLYWCH1,0.9,1.5997142806871369e-4,11,3.795957578220075
4: IgD+IgM+ B cell,RNA,SNHG32,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
4: IgD+IgM+ B cell,RNA,TAGLN,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
4: IgD+IgM+ B cell,RNA,RPS6KB2,0.8545454545454546,8.066741521648989e-4,11,3.0933018587034957
4: IgD+IgM+ B cell,RNA,PCLAF,0.8485817044285772,9.578624418181126e-4,11,3.018696855273022
4: IgD+IgM+ B cell,RNA,TP53,-0.8454545454545456,0.001045182145858681,11,2.9808080176409244
4: IgD+IgM+ B cell,RNA,TMEM115,0.8454545454545456,0.001045182145858685,11,2.980808017640923
4: IgD+IgM+ B cell,RNA,ZSWIM4,0.8454545454545456,0.001045182145858685,11,2.980808017640923
4: IgD+IgM+ B cell,RNA,TERC,-0.8390470785361213,0.0012426582241989647,11,2.9056483015711883
4: IgD+IgM+ B cell,RNA,WAPL,-0.8363636363636363,0.0013331850799508597,11,2.875109555295988
4: IgD+IgM+ B cell,RNA,CHKB-DT,-0.8363636363636363,0.0013331850799508597,11,2.875109555295988
4: IgD+IgM+ B cell,RNA,BAD,0.8363636363636363,0.0013331850799508619,11,2.875109555295987
4: IgD+IgM+ B cell,RNA,PROCA1,0.8363636363636363,0.0013331850799508619,11,2.875109555295987
4: IgD+IgM+ B cell,RNA,BX088651.4,0.8277882671513382,0.0016558728170318572,11,2.780973023216851
4: IgD+IgM+ B cell,RNA,CMC2,-0.8272727272727273,0.0016769738964523737,11,2.775473697510148
4: IgD+IgM+ B cell,RNA,SLC12A4,0.8272727272727273,0.001676973896452378,11,2.775473697510147
4: IgD+IgM+ B cell,RNA,SUMO2,0.8272727272727273,0.001676973896452378,11,2.775473697510147
4: IgD+IgM+ B cell,RNA,MID1IP1,0.8272727272727273,0.001676973896452378,11,2.775473697510147
4: IgD+IgM+ B cell,RNA,TMED2-DT,-0.8234785262026467,0.001838520441839172,11,2.735531537006107
4: IgD+IgM+ B cell,RNA,TRAIP,0.8181818181818182,0.0020831448404786904,11,2.6812805326284557
5: Naïve CD4 T cell_2,ADT,CD8A,0.7090909090909091,0.014552051953727723,11,1.8370757634238892
5: Naïve CD4 T cell_2,ADT,IGHM,-0.6545454545454545,0.02886459895700191,11,1.5396344721847866
5: Naïve CD4 T cell_2,ADT,TFRC,0.6330541649476574,0.03655482139075641,11,1.4370553337455994
5: Naïve CD4 T cell_2,ADT,ENG,-0.6187719999149831,0.04239135336328919,11,1.3727227181610504
5: Naïve CD4 T cell_2,ADT,ITGAX,-0.5909090909090909,0.055575604288774665,11,1.2551158064003884
5: Naïve CD4 T cell_2,ADT,CD86,-0.5818181818181819,0.06041989621564824,11,1.2188200250576073
5: Naïve CD4 T cell_2,ADT,GP1BB,-0.5727272727272728,0.06554305260101853,11,1.1834733356587832
5: Naïve CD4 T cell_2,ADT,CCR6,0.5636363636363636,0.07095173447637536,11,1.1490369833733638
5: Naïve CD4 T cell_2,ADT,Mouse-IgG2a,-0.5272727272727272,0.09556521835315417,11,1.0197001435590112
5: Naïve CD4 T cell_2,ADT,CD33,0.509090909090909,0.10973723224165649,11,0.9596459976421648
5: Naïve CD4 T cell_2,ADT,CD14,0.5056960728118077,0.11252583120122733,11,0.9487477703488426
5: Naïve CD4 T cell_2,ADT,THBD,0.5,0.11730680301423815,11,0.930676800963147
5: Naïve CD4 T cell_2,ADT,ITGA2B,-0.49090909090909096,0.12520440713849532,11,0.9023803838872249
5: Naïve CD4 T cell_2,ADT,CD7,0.4818181818181818,0.13343383825682884,11,0.8747340212090641
5: Naïve CD4 T cell_2,ADT,Human-Ig,0.46790960017870326,0.1466742867770041,11,0.8336460149204911
5: Naïve CD4 T cell_2,ADT,CD274,-0.46249729006288026,0.1520410123366257,11,0.8180392473907787
5: Naïve CD4 T cell_2,ADT,CD40,0.45454545454545453,0.16014543725525882,11,0.7954854304194036
5: Naïve CD4 T cell_2,ADT,ITGB1,0.45454545454545453,0.16014543725525882,11,0.7954854304194036
5: Naïve CD4 T cell_2,ADT,CD36,-0.44956020409326397,0.1653601936557259,11,0.7815690277718912
5: Naïve CD4 T cell_2,ADT,CR1,-0.4454545454545455,0.16973260492681155,11,0.770234723506378
5: Naïve CD4 T cell_2,RNA,NUP37,0.9,1.5997142806871369e-4,11,3.795957578220075
5: Naïve CD4 T cell_2,RNA,TUT1,0.890909090909091,2.3345817037873244e-4,11,3.6317909223829647
5: Naïve CD4 T cell_2,RNA,CCDC58,0.8818181818181817,3.301688021839032e-4,11,3.481263965838476
5: Naïve CD4 T cell_2,RNA,FCGBP,-0.8727272727272727,4.5461505140964175e-4,11,3.342356189737441
5: Naïve CD4 T cell_2,RNA,PSMD4,0.8727272727272727,4.546150514096433e-4,11,3.3423561897374396
5: Naïve CD4 T cell_2,RNA,MICU3,0.8727272727272727,4.546150514096433e-4,11,3.3423561897374396
5: Naïve CD4 T cell_2,RNA,COA8,0.8727272727272727,4.546150514096433e-4,11,3.3423561897374396
5: Naïve CD4 T cell_2,RNA,PROCA1,0.8727272727272727,4.546150514096433e-4,11,3.3423561897374396
5: Naïve CD4 T cell_2,RNA,ACADM,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
5: Naïve CD4 T cell_2,RNA,CARHSP1,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
5: Naïve CD4 T cell_2,RNA,LINC00173,0.8633970960424556,6.163160723566299e-4,11,3.2101965065435736
5: Naïve CD4 T cell_2,RNA,POP7,0.8545454545454546,8.066741521648989e-4,11,3.0933018587034957
5: Naïve CD4 T cell_2,RNA,ZNF232,0.8545454545454546,8.066741521648989e-4,11,3.0933018587034957
5: Naïve CD4 T cell_2,RNA,RPS3A,-0.8454545454545456,0.001045182145858681,11,2.9808080176409244
5: Naïve CD4 T cell_2,RNA,MCTS1,0.8454545454545456,0.001045182145858685,11,2.980808017640923
5: Naïve CD4 T cell_2,RNA,ECT2L,-0.8423386302853226,0.0011380098485186468,11,2.943853979471004
5: Naïve CD4 T cell_2,RNA,SPESP1,-0.8363636363636363,0.0013331850799508597,11,2.875109555295988
5: Naïve CD4 T cell_2,RNA,ZNF174,0.8363636363636363,0.0013331850799508619,11,2.875109555295987
5: Naïve CD4 T cell_2,RNA,PSMG2,0.8363636363636363,0.0013331850799508619,11,2.875109555295987
5: Naïve CD4 T cell_2,RNA,SERP2,0.8318093974067562,0.0014980328812693995,11,2.8244786539281845
6: Naïve CD8 T cell,ADT,SELP,-0.6932107367468608,0.01801782586971125,11,1.7442976145640599
6: Naïve CD8 T cell,ADT,CR1,-0.6545454545454545,0.02886459895700191,11,1.5396344721847866
6: Naïve CD8 T cell,ADT,FCGR1A,0.6272727272727273,0.03884525362035334,11,1.4106620387013666
6: Naïve CD8 T cell,ADT,ITGA1,-0.5636363636363636,0.07095173447637536,11,1.1490369833733638
6: Naïve CD8 T cell,ADT,MS4A1,0.5625429276548995,0.07162182346939813,11,1.144954626180631
6: Naïve CD8 T cell,ADT,Rat-IgG2b,-0.5466984570938462,0.0818123480865214,11,1.087181142525297
6: Naïve CD8 T cell,ADT,CD7,0.509090909090909,0.10973723224165649,11,0.9596459976421648
6: Naïve CD8 T cell,ADT,CX3CR1,0.5,0.11730680301423815,11,0.930676800963147
6: Naïve CD8 T cell,ADT,IL4R,0.49580054640770804,0.12091401659332836,11,0.9175233519407475
6: Naïve CD8 T cell,ADT,ITGA2,-0.49580054640770804,0.12091401659332836,11,0.9175233519407475
6: Naïve CD8 T cell,ADT,TNFRSF13C,-0.4874727909086795,0.12827587280115238,11,0.8918550216818568
6: Naïve CD8 T cell,ADT,SIGLEC7,-0.4636363636363636,0.15090149929248606,11,0.8213064452395278
6: Naïve CD8 T cell,ADT,KIR2DL1,0.45593726309525073,0.15870800067381355,11,0.7994011793516009
6: Naïve CD8 T cell,ADT,CCR4,0.4454545454545455,0.16973260492681175,11,0.7702347235063776
6: Naïve CD8 T cell,ADT,SLAMF7,0.4393724255597362,0.1763393175016753,11,0.7536508444206289
6: Naïve CD8 T cell,ADT,CD86,-0.43636363636363634,0.17966487658001135,11,0.7455368165939411
6: Naïve CD8 T cell,ADT,OLR1,0.42802273678329655,0.1890825637410749,11,0.7233485177978656
6: Naïve CD8 T cell,ADT,FCGR2A,-0.40998891337560467,0.21044540157102554,11,0.6768605595531545
6: Naïve CD8 T cell,ADT,CD79B,0.40451991747794525,0.217194922304716,11,0.6631503321256389
6: Naïve CD8 T cell,ADT,GP1BB,-0.3826889199656924,0.24539329664551943,11,0.6101373049734136
6: Naïve CD8 T cell,RNA,CNIH1,0.890909090909091,2.3345817037873244e-4,11,3.6317909223829647
6: Naïve CD8 T cell,RNA,RRAGA,0.8818181818181817,3.301688021839032e-4,11,3.481263965838476
6: Naïve CD8 T cell,RNA,MFF,0.8727272727272727,4.546150514096433e-4,11,3.3423561897374396
6: Naïve CD8 T cell,RNA,ZBTB7B,0.8674427949190671,5.416228626821755e-4,11,3.2663030117395557
6: Naïve CD8 T cell,RNA,UNKL,-0.8636363636363636,6.116938500931739e-4,11,3.213465885832139
6: Naïve CD8 T cell,RNA,NPR2,0.8564942494470258,7.614084643335128e-4,11,3.118382299582454
6: Naïve CD8 T cell,RNA,DUS4L,0.8545454545454546,8.066741521648989e-4,11,3.0933018587034957
6: Naïve CD8 T cell,RNA,RPS3A,-0.8454545454545456,0.001045182145858681,11,2.9808080176409244
6: Naïve CD8 T cell,RNA,MRPS36,0.8454545454545456,0.001045182145858685,11,2.980808017640923
6: Naïve CD8 T cell,RNA,LUC7L2,0.8454545454545456,0.001045182145858685,11,2.980808017640923
6: Naïve CD8 T cell,RNA,VLDLR,0.8377018990932704,0.0012874413351134915,11,2.8902725513484864
6: Naïve CD8 T cell,RNA,TENT4A,-0.8363636363636363,0.0013331850799508597,11,2.875109555295988
6: Naïve CD8 T cell,RNA,PIGBOS1,0.8363636363636363,0.0013331850799508619,11,2.875109555295987
6: Naïve CD8 T cell,RNA,PALB2,-0.8272727272727273,0.0016769738964523737,11,2.775473697510148
6: Naïve CD8 T cell,RNA,BTF3L4,0.8272727272727273,0.001676973896452378,11,2.775473697510147
6: Naïve CD8 T cell,RNA,NMD3,0.8272727272727273,0.001676973896452378,11,2.775473697510147
6: Naïve CD8 T cell,RNA,RWDD2A,0.8272727272727273,0.001676973896452378,11,2.775473697510147
6: Naïve CD8 T cell,RNA,STOML1,0.8272727272727273,0.001676973896452378,11,2.775473697510147
6: Naïve CD8 T cell,RNA,STARD5,0.8272727272727273,0.001676973896452378,11,2.775473697510147
6: Naïve CD8 T cell,RNA,C19orf53,0.8272727272727273,0.001676973896452378,11,2.775473697510147
7: Memory CD4 T cell,ADT,CD69,0.7423871741592171,0.013927768056464535,10,1.8561184742741486
7: Memory CD4 T cell,ADT,B3GAT1,0.6848484848484847,0.028882797506732782,10,1.5393607445200816
7: Memory CD4 T cell,ADT,CCR6,-0.6606060606060605,0.03758837757140932,10,1.424946419351114
7: Memory CD4 T cell,ADT,MS4A1,0.6484848484848484,0.042540127684489414,10,1.3712012108934224
7: Memory CD4 T cell,ADT,CLEC12A,0.6242424242424242,0.05371776721716743,10,1.2698820471093482
7: Memory CD4 T cell,ADT,FCGR2A,-0.6242424242424242,0.05371776721716757,10,1.269882047109347
7: Memory CD4 T cell,ADT,CD24,0.6139845991168652,0.05898096236903695,10,1.229288145515104
7: Memory CD4 T cell,ADT,ADGRG1,0.6,0.066688,10,1.1759523070526072
7: Memory CD4 T cell,ADT,CR2,-0.5878787878787879,0.07387770688865797,10,1.1314865932136298
7: Memory CD4 T cell,ADT,TFRC,0.5515151515151514,0.09840117666963506,10,1.006999708295547
7: Memory CD4 T cell,ADT,HLA-DRA,0.5393939393939393,0.10759318778241472,10,0.9682152249722615
7: Memory CD4 T cell,ADT,CD99,0.5393939393939393,0.10759318778241472,10,0.9682152249722615
7: Memory CD4 T cell,ADT,PDCD1,0.5236716289065411,0.12029607512162196,10,0.919748542076851
7: Memory CD4 T cell,ADT,CD79B,0.5222329678670935,0.1215029188171132,10,0.9154132890538174
7: Memory CD4 T cell,ADT,CD36,0.5167197121280549,0.1261973666466199,10,0.8989497073959578
7: Memory CD4 T cell,ADT,ENG,-0.5151515151515151,0.1275528697032343,10,0.8943097661231088
7: Memory CD4 T cell,ADT,ITGB1,0.5030303030303029,0.13833369839449197,10,0.8590720119075392
7: Memory CD4 T cell,ADT,PVR,0.49399126558977074,0.14672517657957593,10,0.8334953591530204
7: Memory CD4 T cell,ADT,Mouse-IgG2b,-0.48773821159496344,0.15270730878799615,10,0.8161401764973779
7: Memory CD4 T cell,ADT,CD1D,-0.4863244349440517,0.1540799651466367,10,0.8122538284582808
7: Memory CD4 T cell,RNA,TARBP1,-0.9757575757575756,1.4675461874042982e-6,10,5.83340822151533
7: Memory CD4 T cell,RNA,MGLL,-0.9632626970495625,7.623095978995514e-6,10,5.117868612187764
7: Memory CD4 T cell,RNA,SLC25A38,0.9515151515151513,2.2798549206417094e-5,10,4.642092788600179
7: Memory CD4 T cell,RNA,RMND1,0.9272727272727271,1.1203450639397663e-4,10,3.9506481949330428
7: Memory CD4 T cell,RNA,CIB1,0.915151515151515,2.0447240614883307e-4,10,3.689365292379766
7: Memory CD4 T cell,RNA,LYPD3,0.915151515151515,2.0447240614883307e-4,10,3.689365292379766
7: Memory CD4 T cell,RNA,ZNHIT1,0.903030303030303,3.43612197763281e-4,10,3.4639314277067506
7: Memory CD4 T cell,RNA,PRR13,0.903030303030303,3.43612197763281e-4,10,3.4639314277067506
7: Memory CD4 T cell,RNA,RPS3A,-0.903030303030303,3.4361219776328576e-4,10,3.4639314277067443
7: Memory CD4 T cell,RNA,ERCC4,-0.903030303030303,3.4361219776328576e-4,10,3.4639314277067443
7: Memory CD4 T cell,RNA,GTF2E1,0.8909090909090908,5.421442248338693e-4,10,3.26588516416764
7: Memory CD4 T cell,RNA,ALDH5A1,0.8909090909090908,5.421442248338693e-4,10,3.26588516416764
7: Memory CD4 T cell,RNA,DNAAF2,0.8909090909090908,5.421442248338693e-4,10,3.26588516416764
7: Memory CD4 T cell,RNA,RLN1,0.8787878787878787,8.138621117322115e-4,10,3.089449169049932
7: Memory CD4 T cell,RNA,ATP5PD,0.8787878787878787,8.138621117322115e-4,10,3.089449169049932
7: Memory CD4 T cell,RNA,PRDX2,0.8787878787878787,8.138621117322115e-4,10,3.089449169049932
7: Memory CD4 T cell,RNA,DSTN,0.8787878787878787,8.138621117322115e-4,10,3.089449169049932
7: Memory CD4 T cell,RNA,AL451165.2,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
