comparison,cluster,module,test,mode_note,n_total,n_groupA,n_groupB,n_paired,estimate,estimate_type,ci_lower,ci_upper,statistic,p_value,p_adj
"High vs Low VL (All timepoints, HEI)",26: DN T cell_3,MS_SenescenceMarkers_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",26: DN T cell_3,MS_TGFb_Downstream,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",26: DN T cell_3,MS_TGFb_Noncanonical,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",26: DN T cell_3,MS_TGFb_ReceptorsLigands,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",26: DN T cell_3,MS_TGFb_SMAD_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_AdhesionMolecules_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_AMPK,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_CLEAR_TFs,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Cargo,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Conjugation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Fusion,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Initiation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Lysosome,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Mitophagy,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Xenophagy,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_cGAS_STING,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_mTORC,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Bcell_Atypical_ABC,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Bcell_GC_like,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Bcell_Plasmablast,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_CD8_Effector,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_CD8_Exhaustion,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_CD8_Memory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Cytokines_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_ExhaustionMarkers_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_GutTranslocation_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_IL10_STAT3_Myeloid_M2_Hue,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_IL10_STAT3_ReceptorsTransducers,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_IL10_STAT3_TFH_Adjacent_TFs,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_IL10_STAT3_Treg_Overlap,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_ISG_TypeI,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_ISG_TypeII,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_ImmuneActivation_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Myeloid_DC_Maturation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Myeloid_Inflammatory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Myeloid_Regulatory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_NK_Activation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_NK_Effector,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_NK_Inhibition,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Reservoir_CD4_Reservoir_Memory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Reservoir_CD4_Tfh_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_Reservoir_CD4_Tph_Discriminator,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_SenescenceMarkers_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_TGFb_Downstream,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_TGFb_Noncanonical,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_TGFb_ReceptorsLigands,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",27: GZMK+ CD8 T cell,MS_TGFb_SMAD_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_AdhesionMolecules_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_AMPK,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_CLEAR_TFs,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_Cargo,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_Conjugation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_Fusion,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_Initiation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_Lysosome,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_Mitophagy,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_Xenophagy,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_cGAS_STING,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Autophagy_mTORC,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Bcell_Atypical_ABC,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Bcell_GC_like,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Bcell_Plasmablast,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_CD8_Effector,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_CD8_Exhaustion,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_CD8_Memory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Cytokines_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_ExhaustionMarkers_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_GutTranslocation_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_IL10_STAT3_Myeloid_M2_Hue,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_IL10_STAT3_ReceptorsTransducers,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_IL10_STAT3_TFH_Adjacent_TFs,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_IL10_STAT3_Treg_Overlap,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_ISG_TypeI,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_ISG_TypeII,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_ImmuneActivation_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Myeloid_DC_Maturation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Myeloid_Inflammatory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Myeloid_Regulatory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_NK_Activation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_NK_Effector,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_NK_Inhibition,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Reservoir_CD4_Reservoir_Memory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Reservoir_CD4_Tfh_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_Reservoir_CD4_Tph_Discriminator,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_SenescenceMarkers_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_TGFb_Downstream,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_TGFb_Noncanonical,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_TGFb_ReceptorsLigands,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",28: DN T cell_4,MS_TGFb_SMAD_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_AdhesionMolecules_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_AMPK,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_CLEAR_TFs,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_Cargo,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_Conjugation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_Fusion,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_Initiation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_Lysosome,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_Mitophagy,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_Xenophagy,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_cGAS_STING,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Autophagy_mTORC,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Bcell_Atypical_ABC,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Bcell_GC_like,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Bcell_Plasmablast,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_CD8_Effector,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_CD8_Exhaustion,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_CD8_Memory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Cytokines_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_ExhaustionMarkers_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_GutTranslocation_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_IL10_STAT3_Myeloid_M2_Hue,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_IL10_STAT3_ReceptorsTransducers,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_IL10_STAT3_TFH_Adjacent_TFs,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_IL10_STAT3_Treg_Overlap,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_ISG_TypeI,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_ISG_TypeII,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_ImmuneActivation_Core,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Myeloid_DC_Maturation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Myeloid_Inflammatory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_Myeloid_Regulatory,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_NK_Activation,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_NK_Effector,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
"High vs Low VL (All timepoints, HEI)",29: DN T cell_5,MS_NK_Inhibition,mixed_effects(Satt),Mixed paired+unpaired; using mixed-effects,14,8,6,6,NA,beta_GroupB,NA,NA,NA,NA,NA
