comparison,cluster,module,test,mode_note,n_total,n_groupA,n_groupB,n_paired,estimate,estimate_type,ci_lower,ci_upper,statistic,p_value,p_adj
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_Myeloid_Inflammatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.018099499118344506,HL_shift,-0.09602152210080044,0.23474052078511332,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_Myeloid_Regulatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.006188523820093824,HL_shift,-0.1873359087721059,0.08812870179252466,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_NK_Activation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.15092128376564362,HL_shift,-0.37738080291559956,0.7175564411182328,19,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_NK_Effector,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.252056377387054,HL_shift,-0.4425343430531198,0.6252128969388575,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_NK_Inhibition,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.04720670045878213,HL_shift,-0.514770307290358,0.8103655487064514,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_Reservoir_CD4_Reservoir_Memory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.05385468294255129,HL_shift,-0.24173757727700437,0.5656807085997819,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_Reservoir_CD4_Tfh_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.02030894906659888,HL_shift,-0.024536196741677556,0.07202404844819156,18,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_Reservoir_CD4_Tph_Discriminator,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.009742004713593325,HL_shift,-0.18972361915128344,0.06238650802497786,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_SenescenceMarkers_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.004835940753246783,HL_shift,-0.05101113668180398,0.12106274730033043,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_TGFb_Downstream,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.012500648887687687,HL_shift,-0.08586051057825853,0.1381892271949238,12,1,1
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_TGFb_Noncanonical,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.05679502364793393,HL_shift,-0.20088628945303527,0.08762564164084996,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_TGFb_ReceptorsLigands,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.012043557088804982,HL_shift,-0.17857805375429817,0.12708233366105345,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",25: CD56bright NK,MS_TGFb_SMAD_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.030820274320904804,HL_shift,-0.1528686733946093,0.1290627257846566,18,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_AdhesionMolecules_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.009848986615272708,HL_shift,-0.033908359460079,0.061465365703037435,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_AMPK,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0021191074028667264,HL_shift,-0.05237564003477822,0.03838112020569044,12,1,1
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_CLEAR_TFs,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.006300238876456095,HL_shift,-0.08887508541443562,0.0711135763325768,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_Cargo,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.02580747444348163,HL_shift,-0.17026974577204387,0.0974726994839009,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_Conjugation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.012397982473879087,HL_shift,-0.08479272081520395,0.09633471946192308,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_Fusion,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.01252711064011569,HL_shift,-0.0704070063808537,0.1084486636858212,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_Initiation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.003912677890541031,HL_shift,-0.054783559245418625,0.054465604812244,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_Lysosome,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.024696345779107738,HL_shift,-0.08410705912102129,0.05995857383739567,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_Mitophagy,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.03206580252329508,HL_shift,-0.32782178751338914,0.21494399738631462,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_Xenophagy,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0011552669674551892,HL_shift,-0.08737468256827575,0.046714202330769006,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_cGAS_STING,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.008686526246217944,HL_shift,-0.09682723335771151,0.040819446380041695,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Autophagy_mTORC,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.006382161226733473,HL_shift,-0.05299326491015685,0.017411791785177107,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Bcell_Atypical_ABC,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.02812599617711278,HL_shift,-0.03289554013204973,0.12198634653444668,19,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Bcell_GC_like,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.02278969481799915,HL_shift,-0.1334271673196178,0.10500755515751464,16,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Bcell_Plasmablast,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.02283838960948701,HL_shift,-0.060948695888908694,0.07647291805238846,16,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_CD8_Effector,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.05234093958434279,HL_shift,-0.2718026471483651,0.5079883698664565,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_CD8_Exhaustion,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.04032753518290836,HL_shift,-0.020606702942728074,0.12558654914438203,19,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_CD8_Memory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.10024749916395202,HL_shift,-0.3810508394436323,0.28328829873735817,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Cytokines_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.040288886697852265,HL_shift,-0.015553632472582804,0.0845179360038996,21,0.08273102231510242,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_ExhaustionMarkers_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.0322866459102574,HL_shift,-0.014994999824661537,0.09867018569675542,19,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_GutTranslocation_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.014167535518273818,HL_shift,-0.019742650022531144,0.045714101808898566,16,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_IL10_STAT3_Myeloid_M2_Hue,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0010008738267148608,HL_shift,-0.007933394949034474,0.005585755844974068,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_IL10_STAT3_ReceptorsTransducers,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.09170650704261313,HL_shift,-0.2935285902288258,0.0806540268674772,4,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_IL10_STAT3_TFH_Adjacent_TFs,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.032412474926499596,HL_shift,-0.03716007070929814,0.18577405471591635,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_IL10_STAT3_Treg_Overlap,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.02688950223177,HL_shift,-0.04171644344717928,0.061370315745779,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_ISG_TypeI,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.02039620122266838,HL_shift,-0.2036473466766537,0.2944667282852893,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_ISG_TypeII,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.15457793349869395,HL_shift,-0.18007533074972398,0.8577661883835538,19,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_ImmuneActivation_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.009213645726027286,HL_shift,-0.05199912991131264,0.07266314805637394,16,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Myeloid_DC_Maturation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.057713824725656504,HL_shift,-0.21761001407469505,0.15222802141387298,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Myeloid_Inflammatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.03518173382403615,HL_shift,-0.11125912721530289,0.2030672343926057,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Myeloid_Regulatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.04816479289932572,HL_shift,-0.13636838074482777,0.055369257700638594,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_NK_Activation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.05657279103998626,HL_shift,-0.18420983296753082,0.26157922180582144,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_NK_Effector,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.055504112676164404,HL_shift,-0.34522747320949904,0.6543022459446383,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_NK_Inhibition,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.08649222027115694,HL_shift,-0.19574841402298687,0.3148040394873891,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Reservoir_CD4_Reservoir_Memory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.10024749916395202,HL_shift,-0.3810508394436323,0.28328829873735817,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Reservoir_CD4_Tfh_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.02637271633374958,HL_shift,-0.059279109098533504,0.1607763948775601,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_Reservoir_CD4_Tph_Discriminator,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.03372738848016134,HL_shift,-0.06820821974716841,0.12650423486140408,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_SenescenceMarkers_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.02046857504861255,HL_shift,-0.04274656502694198,0.0965857531526207,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_TGFb_Downstream,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.001231578615130705,HL_shift,-0.09661496329077605,0.08036261183904685,12,1,1
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_TGFb_Noncanonical,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.09649898754361762,HL_shift,-0.2521582727214961,0.055319907037065526,4,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_TGFb_ReceptorsLigands,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.013829153097365408,HL_shift,-0.1078910710902088,0.07238469816090179,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",26: DN T cell_3,MS_TGFb_SMAD_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.014606340099535427,HL_shift,-0.09674731854679504,0.046445619701014934,5,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_AdhesionMolecules_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.01449397213297348,HL_shift,-0.10812043932280835,0.05365781810584135,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_AMPK,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.014347738376818964,HL_shift,-0.08684330616434774,0.2079201343826901,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_CLEAR_TFs,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.040135262375158826,HL_shift,-0.10337882166102066,0.001688852129845466,2,0.05247949955924659,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Cargo,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.037695179680373725,HL_shift,-0.10232816327061178,0.033594063665384886,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Conjugation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.04613679360634044,HL_shift,-0.14782667472663358,0.1746581262891304,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Fusion,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.04503927126962734,HL_shift,-0.15554691080039745,0.014779528148954923,2,0.05247949955924659,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Initiation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.04557314571703834,HL_shift,-0.11083498497403414,0.04535060319560293,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Lysosome,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.01852757944029189,HL_shift,-0.1568778383456721,0.31290910211440875,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Mitophagy,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.004197929469448535,HL_shift,-0.1470725130825459,0.12330711234680136,12,1,1
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_Xenophagy,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.01270304987190531,HL_shift,-0.06785828340314336,0.06410325281259735,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_cGAS_STING,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.020769694587245577,HL_shift,-0.1345396392470269,0.21676426483014646,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Autophagy_mTORC,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.02799118361346743,HL_shift,-0.08445048531865493,0.10746935105895884,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Bcell_Atypical_ABC,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.04241798675664818,HL_shift,-0.30583744145185743,0.25441053913344436,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Bcell_GC_like,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.010987619320560013,HL_shift,-0.09462465034013012,0.2248910150822147,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Bcell_Plasmablast,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.01591193033141658,HL_shift,-0.14239142583529313,0.1125538343701254,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_CD8_Effector,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.1512667830706095,HL_shift,-1.46053444328372,0.4222899452434403,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_CD8_Exhaustion,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.3064133428394029,HL_shift,-0.5825521826110495,-0.012648832763108797,1,0.03208873397823127,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_CD8_Memory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.10383500666391775,HL_shift,-0.511519456191993,0.9867699622467223,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Cytokines_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.02797308942765979,HL_shift,-0.18859390707248216,0.09809917316717093,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_ExhaustionMarkers_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.2406009037193778,HL_shift,-0.47123065619536986,0.03311345115179543,2,0.05247949955924659,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_GutTranslocation_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.026862643160018372,HL_shift,0.0012843364748422025,0.06413948278710002,23,0.03208873397823127,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_IL10_STAT3_Myeloid_M2_Hue,wilcoxon_unpaired,No paired PIDs,11,8,3,0,6.372280832433706e-4,HL_shift,-0.007872791599612785,0.005162244267832978,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_IL10_STAT3_ReceptorsTransducers,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.08617930941539957,HL_shift,-0.20142163829376353,0.08338863677287132,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_IL10_STAT3_TFH_Adjacent_TFs,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.028489501755004053,HL_shift,-0.2853118828712334,0.20055158286075075,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_IL10_STAT3_Treg_Overlap,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.012674373080629318,HL_shift,-0.138263189318038,0.2538933692057312,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_ISG_TypeI,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.00725692754241869,HL_shift,-0.14462458055268151,0.2032242204598499,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_ISG_TypeII,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.22705332563379854,HL_shift,-0.1311498443613064,0.7053946260725423,19,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_ImmuneActivation_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.03834297662669882,HL_shift,-0.08709146069868186,0.024032450600798255,4,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Myeloid_DC_Maturation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-4.5255376901638666e-4,HL_shift,-0.10823744148095744,0.2527538493631727,12,1,1
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Myeloid_Inflammatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.010291638282010362,HL_shift,-0.14514682964142714,0.21123062539913662,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Myeloid_Regulatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.034139580159277344,HL_shift,-0.2263040764546041,0.07266108209992014,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_NK_Activation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.048233632114314806,HL_shift,-0.7504431533468562,0.3451697667398102,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_NK_Effector,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.5458829757096836,HL_shift,-1.7344406880882404,0.8324985376450558,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_NK_Inhibition,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.18796973668553615,HL_shift,-0.6027125996845346,0.636057787877824,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Reservoir_CD4_Reservoir_Memory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.10383500666391775,HL_shift,-0.511519456191993,0.9867699622467223,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Reservoir_CD4_Tfh_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.002461606724667687,HL_shift,-0.09787658595140694,0.09665136571484018,12,1,1
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_Reservoir_CD4_Tph_Discriminator,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.011881326656788387,HL_shift,-0.14025382158057026,0.08968729984521653,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_SenescenceMarkers_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.05405367604135773,HL_shift,-0.041031534783213315,0.07851323217921613,16,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_TGFb_Downstream,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.05361260693112008,HL_shift,-0.07678493429681107,0.23861573664722235,18,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_TGFb_Noncanonical,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.024251366476039597,HL_shift,-0.08826825530332692,0.11829814810948891,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_TGFb_ReceptorsLigands,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.08426957933692014,HL_shift,-0.3846343957291647,0.08460690209245582,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",27: GZMK+ CD8 T cell,MS_TGFb_SMAD_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.055244179164382706,HL_shift,-0.23206321049844322,0.025180016487845347,3,0.08273102231510242,0.9959058091958094
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_AdhesionMolecules_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.012840649265858914,HL_shift,-0.23211405291528148,0.11320922804337269,12,1,1
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_AMPK,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.03209422663337697,HL_shift,-0.024362112016907862,0.04961239804756916,21,0.08273102231510242,0.9959058091958094
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_CLEAR_TFs,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.006922581195168351,HL_shift,-0.11328493287010047,0.07527497527792976,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_Cargo,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.06601654394609806,HL_shift,-0.34470083184326117,0.04052341251364056,4,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_Conjugation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0521208958765681,HL_shift,-0.24008160052354852,0.07630419245854436,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_Fusion,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.0011016578686837732,HL_shift,-0.22459710823098616,0.08404189110310335,12,1,1
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_Initiation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.022755776496439395,HL_shift,-0.052961430182667725,0.01728454673538604,3,0.08273102231510242,0.9959058091958094
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_Lysosome,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.015668833304812384,HL_shift,-0.17612478674552684,0.09688407198150518,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_Mitophagy,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.048714173608368924,HL_shift,-0.2803985616335465,0.2626452923661224,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_Xenophagy,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.02999676050875621,HL_shift,-0.16122384330563835,0.031261945981317,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_cGAS_STING,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.004611732102996961,HL_shift,-0.11387559691773907,0.03215271772177887,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",28: DN T cell_4,MS_Autophagy_mTORC,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.03870838493011497,HL_shift,-0.013241213586498256,0.08820525186943123,21,0.08273102231510242,0.9959058091958094
